"group_name" "seqnames" "exonic.gene.sizes"
"Tps_024121" "Tps_LRv5b_scf5" 1161
"Tps_024122" "Tps_LRv5b_scf5" 246
"Tps_024123" "Tps_LRv5b_scf5" 1382
"Tps_024124" "Tps_LRv5b_scf5" 276
"Tps_024125" "Tps_LRv5b_scf5" 3336
"Tps_024126" "Tps_LRv5b_scf5" 633
"Tps_024127" "Tps_LRv5b_scf5" 267
"Tps_024128" "Tps_LRv5b_scf5" 246
"Tps_024129" "Tps_LRv5b_scf5" 687
"Tps_024130" "Tps_LRv5b_scf5" 792
"Tps_024131" "Tps_LRv5b_scf5" 288
"Tps_024132" "Tps_LRv5b_scf5" 288
"Tps_024133" "Tps_LRv5b_scf5" 5319
"Tps_024134" "Tps_LRv5b_scf5" 396
"Tps_024135" "Tps_LRv5b_scf5" 573
"Tps_024136" "Tps_LRv5b_scf5" 249
"Tps_024137" "Tps_LRv5b_scf5" 528
"Tps_024138" "Tps_LRv5b_scf5" 807
"Tps_024139" "Tps_LRv5b_scf5" 588
"Tps_024140" "Tps_LRv5b_scf5" 321
"Tps_024141" "Tps_LRv5b_scf5" 300
"Tps_024142" "Tps_LRv5b_scf5" 384
"Tps_024143" "Tps_LRv5b_scf5" 405
"Tps_024144" "Tps_LRv5b_scf5" 363
"Tps_024145" "Tps_LRv5b_scf5" 288
"Tps_024146" "Tps_LRv5b_scf5" 375
"Tps_024147" "Tps_LRv5b_scf5" 267
"Tps_024148" "Tps_LRv5b_scf5" 588
"Tps_024149" "Tps_LRv5b_scf5" 831
"Tps_024150" "Tps_LRv5b_scf5" 318
"Tps_024151" "Tps_LRv5b_scf5" 294
"Tps_024152" "Tps_LRv5b_scf5" 666
"Tps_024153" "Tps_LRv5b_scf5" 342
"Tps_024154" "Tps_LRv5b_scf5" 1206
"Tps_024155" "Tps_LRv5b_scf5" 1173
"Tps_024156" "Tps_LRv5b_scf5" 252
"Tps_024157" "Tps_LRv5b_scf5" 297
"Tps_024158" "Tps_LRv5b_scf5" 1317
"Tps_024159" "Tps_LRv5b_scf5" 1485
"Tps_024160" "Tps_LRv5b_scf5" 2454
"Tps_024161" "Tps_LRv5b_scf5" 1224
"Tps_024162" "Tps_LRv5b_scf5" 354
"Tps_024163" "Tps_LRv5b_scf5" 6896
"Tps_024164" "Tps_LRv5b_scf5" 309
"Tps_024165" "Tps_LRv5b_scf5" 684
"Tps_024166" "Tps_LRv5b_scf5" 2080
"Tps_024167" "Tps_LRv5b_scf5" 1521
"Tps_024168" "Tps_LRv5b_scf5" 1203
"Tps_024169" "Tps_LRv5b_scf5" 639
"Tps_024170" "Tps_LRv5b_scf5" 372
"Tps_024171" "Tps_LRv5b_scf5" 1845
"Tps_024172" "Tps_LRv5b_scf5" 2910
"Tps_024173" "Tps_LRv5b_scf5" 2559
"Tps_024174" "Tps_LRv5b_scf5" 672
"Tps_024175" "Tps_LRv5b_scf5" 555
"Tps_024176" "Tps_LRv5b_scf5" 2277
"Tps_024177" "Tps_LRv5b_scf5" 1215
"Tps_024178" "Tps_LRv5b_scf5" 4623
"Tps_024179" "Tps_LRv5b_scf5" 369
"Tps_024180" "Tps_LRv5b_scf5" 240
"Tps_024181" "Tps_LRv5b_scf5" 1896
"Tps_024182" "Tps_LRv5b_scf5" 786
"Tps_024183" "Tps_LRv5b_scf5" 501
"Tps_024184" "Tps_LRv5b_scf5" 228
"Tps_024185" "Tps_LRv5b_scf5" 1062
"Tps_024186" "Tps_LRv5b_scf5" 1129
"Tps_024187" "Tps_LRv5b_scf5" 486
"Tps_024188" "Tps_LRv5b_scf5" 768
"Tps_024189" "Tps_LRv5b_scf5" 306
"Tps_024190" "Tps_LRv5b_scf5" 300
"Tps_024191" "Tps_LRv5b_scf5" 1311
"Tps_024192" "Tps_LRv5b_scf5" 651
"Tps_024193" "Tps_LRv5b_scf5" 2316
"Tps_024194" "Tps_LRv5b_scf5" 726
"Tps_024195" "Tps_LRv5b_scf5" 561
"Tps_024196" "Tps_LRv5b_scf5" 474
"Tps_024197" "Tps_LRv5b_scf5" 1116
"Tps_024198" "Tps_LRv5b_scf5" 1575
"Tps_024199" "Tps_LRv5b_scf5" 363
"Tps_024200" "Tps_LRv5b_scf5" 1197
"Tps_024201" "Tps_LRv5b_scf5" 2091
"Tps_024202" "Tps_LRv5b_scf5" 2529
"Tps_024203" "Tps_LRv5b_scf5" 210
"Tps_024204" "Tps_LRv5b_scf5" 1362
"Tps_024205" "Tps_LRv5b_scf5" 279
"Tps_024206" "Tps_LRv5b_scf5" 378
"Tps_024207" "Tps_LRv5b_scf5" 705
"Tps_024208" "Tps_LRv5b_scf5" 309
"Tps_024209" "Tps_LRv5b_scf5" 918
"Tps_024210" "Tps_LRv5b_scf5" 531
"Tps_024211" "Tps_LRv5b_scf5" 570
"Tps_024212" "Tps_LRv5b_scf5" 330
"Tps_024213" "Tps_LRv5b_scf5" 1368
"Tps_024214" "Tps_LRv5b_scf5" 1194
"Tps_024215" "Tps_LRv5b_scf5" 231
"Tps_024216" "Tps_LRv5b_scf5" 1599
"Tps_024217" "Tps_LRv5b_scf5" 312
"Tps_024218" "Tps_LRv5b_scf5" 666
"Tps_024219" "Tps_LRv5b_scf5" 780
"Tps_024220" "Tps_LRv5b_scf5" 498
"Tps_024221" "Tps_LRv5b_scf5" 288
"Tps_024222" "Tps_LRv5b_scf5" 288
"Tps_024223" "Tps_LRv5b_scf5" 8652
"Tps_024224" "Tps_LRv5b_scf5" 249
"Tps_024225" "Tps_LRv5b_scf5" 711
"Tps_024226" "Tps_LRv5b_scf5" 2400
"Tps_024227" "Tps_LRv5b_scf5" 2955
"Tps_024228" "Tps_LRv5b_scf5" 2289
"Tps_024229" "Tps_LRv5b_scf5" 3510
"Tps_024230" "Tps_LRv5b_scf5" 1371
"Tps_024231" "Tps_LRv5b_scf5" 405
"Tps_024232" "Tps_LRv5b_scf5" 357
"Tps_024233" "Tps_LRv5b_scf5" 2331
"Tps_024234" "Tps_LRv5b_scf5" 561
"Tps_024235" "Tps_LRv5b_scf5" 561
"Tps_024236" "Tps_LRv5b_scf5" 954
"Tps_024237" "Tps_LRv5b_scf5" 920
"Tps_024238" "Tps_LRv5b_scf5" 354
"Tps_024239" "Tps_LRv5b_scf5" 801
"Tps_024240" "Tps_LRv5b_scf5" 921
"Tps_024241" "Tps_LRv5b_scf5" 651
"Tps_024242" "Tps_LRv5b_scf5" 591
"Tps_024243" "Tps_LRv5b_scf5" 657
"Tps_024244" "Tps_LRv5b_scf5" 1413
"Tps_024245" "Tps_LRv5b_scf5" 270
"Tps_024246" "Tps_LRv5b_scf5" 318
"Tps_024247" "Tps_LRv5b_scf5" 843
"Tps_024248" "Tps_LRv5b_scf5" 228
"Tps_024249" "Tps_LRv5b_scf5" 243
"Tps_024250" "Tps_LRv5b_scf5" 390
"Tps_024251" "Tps_LRv5b_scf5" 717
"Tps_024252" "Tps_LRv5b_scf5" 6072
"Tps_024253" "Tps_LRv5b_scf5" 4207
"Tps_024254" "Tps_LRv5b_scf5" 321
"Tps_024255" "Tps_LRv5b_scf5" 729
"Tps_024256" "Tps_LRv5b_scf5" 954
"Tps_024257" "Tps_LRv5b_scf5" 486
"Tps_024258" "Tps_LRv5b_scf5" 900
"Tps_024259" "Tps_LRv5b_scf5" 858
"Tps_024260" "Tps_LRv5b_scf5" 6126
"Tps_024261" "Tps_LRv5b_scf5" 8646
"Tps_024262" "Tps_LRv5b_scf5" 1710
"Tps_024263" "Tps_LRv5b_scf5" 438
"Tps_024264" "Tps_LRv5b_scf5" 237
"Tps_024265" "Tps_LRv5b_scf5" 594
"Tps_024266" "Tps_LRv5b_scf5" 351
"Tps_024267" "Tps_LRv5b_scf5" 627
"Tps_024268" "Tps_LRv5b_scf5" 390
"Tps_024269" "Tps_LRv5b_scf5" 318
"Tps_024270" "Tps_LRv5b_scf5" 240
"Tps_024271" "Tps_LRv5b_scf5" 207
"Tps_024272" "Tps_LRv5b_scf5" 567
"Tps_024273" "Tps_LRv5b_scf5" 273
"Tps_024274" "Tps_LRv5b_scf5" 2862
"Tps_024275" "Tps_LRv5b_scf5" 297
"Tps_024276" "Tps_LRv5b_scf5" 465
"Tps_024277" "Tps_LRv5b_scf5" 870
"Tps_024278" "Tps_LRv5b_scf5" 510
"Tps_024279" "Tps_LRv5b_scf5" 402
"Tps_024280" "Tps_LRv5b_scf5" 1428
"Tps_024281" "Tps_LRv5b_scf5" 873
"Tps_024282" "Tps_LRv5b_scf5" 891
"Tps_024283" "Tps_LRv5b_scf5" 1416
"Tps_024284" "Tps_LRv5b_scf5" 816
"Tps_024285" "Tps_LRv5b_scf5" 579
"Tps_024286" "Tps_LRv5b_scf5" 1941
"Tps_024287" "Tps_LRv5b_scf5" 4389
"Tps_024288" "Tps_LRv5b_scf5" 672
"Tps_024289" "Tps_LRv5b_scf5" 414
"Tps_024290" "Tps_LRv5b_scf5" 1530
"Tps_024291" "Tps_LRv5b_scf5" 1140
"Tps_024292" "Tps_LRv5b_scf5" 630
"Tps_024293" "Tps_LRv5b_scf5" 429
"Tps_024294" "Tps_LRv5b_scf5" 252
"Tps_024295" "Tps_LRv5b_scf5" 648
"Tps_024296" "Tps_LRv5b_scf5" 672
"Tps_024297" "Tps_LRv5b_scf5" 810
"Tps_024298" "Tps_LRv5b_scf5" 1689
"Tps_024299" "Tps_LRv5b_scf5" 654
"Tps_024300" "Tps_LRv5b_scf5" 735
"Tps_024301" "Tps_LRv5b_scf5" 222
"Tps_024302" "Tps_LRv5b_scf5" 378
"Tps_024303" "Tps_LRv5b_scf5" 288
"Tps_024304" "Tps_LRv5b_scf5" 345
"Tps_024305" "Tps_LRv5b_scf5" 222
"Tps_024306" "Tps_LRv5b_scf5" 1860
"Tps_024307" "Tps_LRv5b_scf5" 1242
"Tps_024308" "Tps_LRv5b_scf5" 306
"Tps_024309" "Tps_LRv5b_scf5" 1902
"Tps_024310" "Tps_LRv5b_scf5" 771
"Tps_024311" "Tps_LRv5b_scf5" 1239
"Tps_024312" "Tps_LRv5b_scf5" 759
"Tps_024313" "Tps_LRv5b_scf5" 1416
"Tps_024314" "Tps_LRv5b_scf5" 255
"Tps_024315" "Tps_LRv5b_scf5" 348
"Tps_024316" "Tps_LRv5b_scf5" 384
"Tps_024317" "Tps_LRv5b_scf5" 1248
"Tps_024318" "Tps_LRv5b_scf5" 816
"Tps_024319" "Tps_LRv5b_scf5" 825
"Tps_024320" "Tps_LRv5b_scf5" 1494
"Tps_024321" "Tps_LRv5b_scf5" 495
"Tps_024322" "Tps_LRv5b_scf5" 237
"Tps_024323" "Tps_LRv5b_scf5" 3834
"Tps_024324" "Tps_LRv5b_scf5" 501
"Tps_024325" "Tps_LRv5b_scf5" 603
"Tps_024326" "Tps_LRv5b_scf5" 708
"Tps_024327" "Tps_LRv5b_scf5" 945
"Tps_024328" "Tps_LRv5b_scf5" 3279
"Tps_024329" "Tps_LRv5b_scf5" 399
"Tps_024330" "Tps_LRv5b_scf5" 765
"Tps_024331" "Tps_LRv5b_scf5" 765
"Tps_024332" "Tps_LRv5b_scf5" 2997
"Tps_024333" "Tps_LRv5b_scf5" 978
"Tps_024335" "Tps_LRv5b_scf5" 330
"Tps_024336" "Tps_LRv5b_scf5" 243
"Tps_024337" "Tps_LRv5b_scf5" 1419
"Tps_024338" "Tps_LRv5b_scf5" 891
"Tps_024339" "Tps_LRv5b_scf5" 1428
"Tps_024340" "Tps_LRv5b_scf5" 447
"Tps_024341" "Tps_LRv5b_scf5" 363
"Tps_024342" "Tps_LRv5b_scf5" 825
"Tps_024343" "Tps_LRv5b_scf5" 264
"Tps_024344" "Tps_LRv5b_scf5" 3075
"Tps_024345" "Tps_LRv5b_scf5" 1233
"Tps_024346" "Tps_LRv5b_scf5" 699
"Tps_024347" "Tps_LRv5b_scf5" 345
"Tps_024348" "Tps_LRv5b_scf5" 453
"Tps_024349" "Tps_LRv5b_scf5" 312
"Tps_024350" "Tps_LRv5b_scf5" 927
"Tps_024351" "Tps_LRv5b_scf5" 357
"Tps_024352" "Tps_LRv5b_scf5" 6804
"Tps_024353" "Tps_LRv5b_scf5" 741
"Tps_024354" "Tps_LRv5b_scf5" 342
"Tps_024355" "Tps_LRv5b_scf5" 207
"Tps_024356" "Tps_LRv5b_scf5" 789
"Tps_024357" "Tps_LRv5b_scf5" 321
"Tps_024358" "Tps_LRv5b_scf5" 1095
"Tps_024359" "Tps_LRv5b_scf5" 3357
"Tps_024360" "Tps_LRv5b_scf5" 1119
"Tps_024361" "Tps_LRv5b_scf5" 336
"Tps_024362" "Tps_LRv5b_scf5" 969
"Tps_024363" "Tps_LRv5b_scf5" 213
"Tps_024364" "Tps_LRv5b_scf5" 900
"Tps_024365" "Tps_LRv5b_scf5" 465
"Tps_024366" "Tps_LRv5b_scf5" 659
"Tps_024367" "Tps_LRv5b_scf5" 501
"Tps_024368" "Tps_LRv5b_scf5" 501
"Tps_024369" "Tps_LRv5b_scf5" 378
"Tps_024370" "Tps_LRv5b_scf5" 456
"Tps_024371" "Tps_LRv5b_scf5" 656
"Tps_024372" "Tps_LRv5b_scf5" 318
"Tps_024373" "Tps_LRv5b_scf5" 618
"Tps_024374" "Tps_LRv5b_scf5" 756
"Tps_024375" "Tps_LRv5b_scf5" 324
"Tps_024376" "Tps_LRv5b_scf5" 1281
"Tps_024377" "Tps_LRv5b_scf5" 402
"Tps_024378" "Tps_LRv5b_scf5" 675
"Tps_024379" "Tps_LRv5b_scf5" 942
"Tps_024380" "Tps_LRv5b_scf5" 246
"Tps_024381" "Tps_LRv5b_scf5" 363
"Tps_024382" "Tps_LRv5b_scf5" 501
"Tps_024383" "Tps_LRv5b_scf5" 426
"Tps_024384" "Tps_LRv5b_scf5" 624
"Tps_024385" "Tps_LRv5b_scf5" 1248
"Tps_024386" "Tps_LRv5b_scf5" 318
"Tps_024387" "Tps_LRv5b_scf5" 216
"Tps_024388" "Tps_LRv5b_scf5" 636
"Tps_024389" "Tps_LRv5b_scf5" 276
"Tps_024390" "Tps_LRv5b_scf5" 558
"Tps_024391" "Tps_LRv5b_scf5" 558
"Tps_024392" "Tps_LRv5b_scf5" 333
"Tps_024393" "Tps_LRv5b_scf5" 411
"Tps_024394" "Tps_LRv5b_scf5" 816
"Tps_024395" "Tps_LRv5b_scf5" 261
"Tps_024396" "Tps_LRv5b_scf5" 570
"Tps_024397" "Tps_LRv5b_scf5" 5346
"Tps_024398" "Tps_LRv5b_scf5" 2139
"Tps_024399" "Tps_LRv5b_scf5" 1527
"Tps_024400" "Tps_LRv5b_scf5" 744
"Tps_024401" "Tps_LRv5b_scf5" 213
"Tps_024402" "Tps_LRv5b_scf5" 594
"Tps_024403" "Tps_LRv5b_scf5" 1386
"Tps_024404" "Tps_LRv5b_scf5" 1020
"Tps_024405" "Tps_LRv5b_scf5" 1041
"Tps_024406" "Tps_LRv5b_scf5" 636
"Tps_024407" "Tps_LRv5b_scf5" 549
"Tps_024408" "Tps_LRv5b_scf5" 549
"Tps_024409" "Tps_LRv5b_scf5" 2226
"Tps_024410" "Tps_LRv5b_scf5" 1029
"Tps_024411" "Tps_LRv5b_scf5" 252
"Tps_024412" "Tps_LRv5b_scf5" 570
"Tps_024413" "Tps_LRv5b_scf5" 465
"Tps_024414" "Tps_LRv5b_scf5" 1608
"Tps_024415" "Tps_LRv5b_scf5" 1449
"Tps_024416" "Tps_LRv5b_scf5" 918
"Tps_024417" "Tps_LRv5b_scf5" 411
"Tps_024418" "Tps_LRv5b_scf5" 738
"Tps_024419" "Tps_LRv5b_scf5" 675
"Tps_024420" "Tps_LRv5b_scf5" 897
"Tps_024421" "Tps_LRv5b_scf5" 441
"Tps_024422" "Tps_LRv5b_scf5" 1110
"Tps_024423" "Tps_LRv5b_scf5" 516
"Tps_024424" "Tps_LRv5b_scf5" 3379
"Tps_024425" "Tps_LRv5b_scf5" 1650
"Tps_024426" "Tps_LRv5b_scf5" 1344
"Tps_024427" "Tps_LRv5b_scf5" 207
"Tps_024428" "Tps_LRv5b_scf5" 264
"Tps_024429" "Tps_LRv5b_scf5" 537
"Tps_024430" "Tps_LRv5b_scf5" 732
"Tps_024431" "Tps_LRv5b_scf5" 339
"Tps_024432" "Tps_LRv5b_scf5" 900
"Tps_024433" "Tps_LRv5b_scf5" 1587
"Tps_024434" "Tps_LRv5b_scf5" 207
"Tps_024435" "Tps_LRv5b_scf5" 2052
"Tps_024436" "Tps_LRv5b_scf5" 327
"Tps_024437" "Tps_LRv5b_scf5" 1498
"Tps_024438" "Tps_LRv5b_scf5" 624
"Tps_024439" "Tps_LRv5b_scf5" 288
"Tps_024440" "Tps_LRv5b_scf5" 492
"Tps_024441" "Tps_LRv5b_scf5" 411
"Tps_024442" "Tps_LRv5b_scf5" 648
"Tps_024443" "Tps_LRv5b_scf5" 207
"Tps_024444" "Tps_LRv5b_scf5" 1095
"Tps_024445" "Tps_LRv5b_scf5" 1047
"Tps_024446" "Tps_LRv5b_scf5" 372
"Tps_024447" "Tps_LRv5b_scf5" 1263
"Tps_024448" "Tps_LRv5b_scf5" 666
"Tps_024449" "Tps_LRv5b_scf5" 570
"Tps_024450" "Tps_LRv5b_scf5" 999
"Tps_024451" "Tps_LRv5b_scf5" 426
"Tps_024452" "Tps_LRv5b_scf5" 738
"Tps_024453" "Tps_LRv5b_scf5" 1614
"Tps_024454" "Tps_LRv5b_scf5" 426
"Tps_024455" "Tps_LRv5b_scf5" 351
"Tps_024456" "Tps_LRv5b_scf5" 2277
"Tps_024457" "Tps_LRv5b_scf5" 960
"Tps_024458" "Tps_LRv5b_scf5" 4203
"Tps_024459" "Tps_LRv5b_scf5" 231
"Tps_024460" "Tps_LRv5b_scf5" 2295
"Tps_024461" "Tps_LRv5b_scf5" 801
"Tps_024462" "Tps_LRv5b_scf5" 8139
"Tps_024463" "Tps_LRv5b_scf5" 3426
"Tps_024464" "Tps_LRv5b_scf5" 945
"Tps_024465" "Tps_LRv5b_scf5" 279
"Tps_024466" "Tps_LRv5b_scf5" 1722
"Tps_024467" "Tps_LRv5b_scf5" 522
"Tps_024468" "Tps_LRv5b_scf5" 1143
"Tps_024469" "Tps_LRv5b_scf5" 1353
"Tps_024470" "Tps_LRv5b_scf5" 414
"Tps_024471" "Tps_LRv5b_scf5" 345
"Tps_024472" "Tps_LRv5b_scf5" 1065
"Tps_024473" "Tps_LRv5b_scf5" 1020
"Tps_024474" "Tps_LRv5b_scf5" 678
"Tps_024475" "Tps_LRv5b_scf5" 639
"Tps_024476" "Tps_LRv5b_scf5" 1920
"Tps_024477" "Tps_LRv5b_scf5" 861
"Tps_024478" "Tps_LRv5b_scf5" 513
"Tps_024479" "Tps_LRv5b_scf5" 1323
"Tps_024480" "Tps_LRv5b_scf5" 429
"Tps_024481" "Tps_LRv5b_scf5" 750
"Tps_024482" "Tps_LRv5b_scf5" 498
"Tps_024483" "Tps_LRv5b_scf5" 450
"Tps_024484" "Tps_LRv5b_scf5" 441
"Tps_024485" "Tps_LRv5b_scf5" 432
"Tps_024486" "Tps_LRv5b_scf5" 477
"Tps_024487" "Tps_LRv5b_scf5" 411
"Tps_024488" "Tps_LRv5b_scf5" 780
"Tps_024489" "Tps_LRv5b_scf5" 4701
"Tps_024490" "Tps_LRv5b_scf5" 1569
"Tps_024491" "Tps_LRv5b_scf5" 777
"Tps_024492" "Tps_LRv5b_scf5" 351
"Tps_024493" "Tps_LRv5b_scf5" 366
"Tps_024494" "Tps_LRv5b_scf5" 1050
"Tps_024495" "Tps_LRv5b_scf5" 840
"Tps_024496" "Tps_LRv5b_scf5" 315
"Tps_024497" "Tps_LRv5b_scf5" 531
"Tps_024498" "Tps_LRv5b_scf5" 399
"Tps_024499" "Tps_LRv5b_scf5" 798
"Tps_024500" "Tps_LRv5b_scf5" 474
"Tps_024501" "Tps_LRv5b_scf5" 273
"Tps_024502" "Tps_LRv5b_scf5" 711
"Tps_024503" "Tps_LRv5b_scf5" 597
"Tps_024504" "Tps_LRv5b_scf5" 759
"Tps_024505" "Tps_LRv5b_scf5" 357
"Tps_024506" "Tps_LRv5b_scf5" 639
"Tps_024507" "Tps_LRv5b_scf5" 564
"Tps_024508" "Tps_LRv5b_scf5" 918
"Tps_024509" "Tps_LRv5b_scf5" 4497
"Tps_024510" "Tps_LRv5b_scf5" 1029
"Tps_024511" "Tps_LRv5b_scf5" 297
"Tps_024512" "Tps_LRv5b_scf5" 207
"Tps_024513" "Tps_LRv5b_scf5" 2085
"Tps_024514" "Tps_LRv5b_scf5" 663
"Tps_024515" "Tps_LRv5b_scf5" 1269
"Tps_024516" "Tps_LRv5b_scf5" 330
"Tps_024517" "Tps_LRv5b_scf5" 207
"Tps_024518" "Tps_LRv5b_scf5" 207
"Tps_024519" "Tps_LRv5b_scf5" 573
"Tps_024520" "Tps_LRv5b_scf5" 450
"Tps_024521" "Tps_LRv5b_scf5" 480
"Tps_024522" "Tps_LRv5b_scf5" 561
"Tps_024523" "Tps_LRv5b_scf5" 831
"Tps_024524" "Tps_LRv5b_scf5" 1338
"Tps_024525" "Tps_LRv5b_scf5" 782
"Tps_024526" "Tps_LRv5b_scf5" 690
"Tps_024527" "Tps_LRv5b_scf5" 309
"Tps_024528" "Tps_LRv5b_scf5" 750
"Tps_024529" "Tps_LRv5b_scf5" 875
"Tps_024530" "Tps_LRv5b_scf5" 375
"Tps_024531" "Tps_LRv5b_scf5" 756
"Tps_024532" "Tps_LRv5b_scf5" 357
"Tps_024533" "Tps_LRv5b_scf5" 300
"Tps_024534" "Tps_LRv5b_scf5" 1801
"Tps_024535" "Tps_LRv5b_scf5" 357
"Tps_024536" "Tps_LRv5b_scf5" 297
"Tps_024537" "Tps_LRv5b_scf5" 1434
"Tps_024538" "Tps_LRv5b_scf5" 366
"Tps_024539" "Tps_LRv5b_scf5" 561
"Tps_024540" "Tps_LRv5b_scf5" 1032
"Tps_024542" "Tps_LRv5b_scf5" 1011
"Tps_024543" "Tps_LRv5b_scf5" 453
"Tps_024544" "Tps_LRv5b_scf5" 243
"Tps_024545" "Tps_LRv5b_scf5" 537
"Tps_024546" "Tps_LRv5b_scf5" 3714
"Tps_024547" "Tps_LRv5b_scf5" 318
"Tps_024548" "Tps_LRv5b_scf5" 261
"Tps_024549" "Tps_LRv5b_scf5" 1218
"Tps_024550" "Tps_LRv5b_scf5" 663
"Tps_024551" "Tps_LRv5b_scf5" 522
"Tps_024552" "Tps_LRv5b_scf5" 609
"Tps_024553" "Tps_LRv5b_scf5" 1566
"Tps_024554" "Tps_LRv5b_scf5" 702
"Tps_024555" "Tps_LRv5b_scf5" 318
"Tps_024556" "Tps_LRv5b_scf5" 1257
"Tps_024557" "Tps_LRv5b_scf5" 732
"Tps_024558" "Tps_LRv5b_scf5" 474
"Tps_024559" "Tps_LRv5b_scf5" 750
"Tps_024560" "Tps_LRv5b_scf5" 1257
"Tps_024561" "Tps_LRv5b_scf5" 1002
"Tps_024562" "Tps_LRv5b_scf5" 483
"Tps_024563" "Tps_LRv5b_scf5" 459
"Tps_024564" "Tps_LRv5b_scf5" 1122
"Tps_024565" "Tps_LRv5b_scf5" 588
"Tps_024566" "Tps_LRv5b_scf5" 1125
"Tps_024567" "Tps_LRv5b_scf5" 333
"Tps_024568" "Tps_LRv5b_scf5" 981
"Tps_024569" "Tps_LRv5b_scf5" 330
"Tps_024570" "Tps_LRv5b_scf5" 1311
"Tps_024571" "Tps_LRv5b_scf5" 2754
"Tps_024572" "Tps_LRv5b_scf5" 576
"Tps_024573" "Tps_LRv5b_scf5" 1008
"Tps_024574" "Tps_LRv5b_scf5" 594
"Tps_024575" "Tps_LRv5b_scf5" 1020
"Tps_024576" "Tps_LRv5b_scf5" 831
"Tps_024577" "Tps_LRv5b_scf5" 525
"Tps_024578" "Tps_LRv5b_scf5" 996
"Tps_024579" "Tps_LRv5b_scf5" 2679
"Tps_024580" "Tps_LRv5b_scf5" 288
"Tps_024581" "Tps_LRv5b_scf5" 5721
"Tps_024582" "Tps_LRv5b_scf5" 231
"Tps_024583" "Tps_LRv5b_scf5" 534
"Tps_024584" "Tps_LRv5b_scf5" 645
"Tps_024585" "Tps_LRv5b_scf5" 480
"Tps_024586" "Tps_LRv5b_scf5" 666
"Tps_024587" "Tps_LRv5b_scf5" 4344
"Tps_024588" "Tps_LRv5b_scf5" 1632
"Tps_024589" "Tps_LRv5b_scf5" 1209
"Tps_024590" "Tps_LRv5b_scf5" 5052
"Tps_024591" "Tps_LRv5b_scf5" 513
"Tps_024592" "Tps_LRv5b_scf5" 318
"Tps_024593" "Tps_LRv5b_scf5" 1020
"Tps_024594" "Tps_LRv5b_scf5" 402
"Tps_024595" "Tps_LRv5b_scf5" 1689
"Tps_024596" "Tps_LRv5b_scf5" 336
"Tps_024597" "Tps_LRv5b_scf5" 432
"Tps_024598" "Tps_LRv5b_scf5" 528
"Tps_024599" "Tps_LRv5b_scf5" 1164
"Tps_024600" "Tps_LRv5b_scf5" 16440
"Tps_024601" "Tps_LRv5b_scf5" 1110
"Tps_024602" "Tps_LRv5b_scf5" 366
"Tps_024603" "Tps_LRv5b_scf5" 2958
"Tps_024604" "Tps_LRv5b_scf5" 483
"Tps_024605" "Tps_LRv5b_scf5" 315
"Tps_024606" "Tps_LRv5b_scf5" 228
"Tps_024607" "Tps_LRv5b_scf5" 813
"Tps_024608" "Tps_LRv5b_scf5" 696
"Tps_024609" "Tps_LRv5b_scf5" 252
"Tps_024610" "Tps_LRv5b_scf5" 378
"Tps_024611" "Tps_LRv5b_scf5" 240
"Tps_024612" "Tps_LRv5b_scf5" 462
"Tps_024613" "Tps_LRv5b_scf5" 516
"Tps_024614" "Tps_LRv5b_scf5" 861
"Tps_024615" "Tps_LRv5b_scf5" 321
"Tps_024616" "Tps_LRv5b_scf5" 1092
"Tps_024617" "Tps_LRv5b_scf5" 465
"Tps_024618" "Tps_LRv5b_scf5" 516
"Tps_024619" "Tps_LRv5b_scf5" 708
"Tps_024620" "Tps_LRv5b_scf5" 384
"Tps_024621" "Tps_LRv5b_scf5" 588
"Tps_024622" "Tps_LRv5b_scf5" 1191
"Tps_024623" "Tps_LRv5b_scf5" 1158
"Tps_024624" "Tps_LRv5b_scf5" 357
"Tps_024625" "Tps_LRv5b_scf5" 663
"Tps_024626" "Tps_LRv5b_scf5" 600
"Tps_024627" "Tps_LRv5b_scf5" 519
"Tps_024628" "Tps_LRv5b_scf5" 1362
"Tps_024629" "Tps_LRv5b_scf5" 1434
"Tps_024630" "Tps_LRv5b_scf5" 639
"Tps_024631" "Tps_LRv5b_scf5" 234
"Tps_024632" "Tps_LRv5b_scf5" 240
"Tps_024633" "Tps_LRv5b_scf5" 279
"Tps_024634" "Tps_LRv5b_scf5" 222
"Tps_024635" "Tps_LRv5b_scf5" 252
"Tps_024636" "Tps_LRv5b_scf5" 294
"Tps_024637" "Tps_LRv5b_scf5" 315
"Tps_024638" "Tps_LRv5b_scf5" 1797
"Tps_024639" "Tps_LRv5b_scf5" 426
"Tps_024640" "Tps_LRv5b_scf5" 276
"Tps_024641" "Tps_LRv5b_scf5" 897
"Tps_024642" "Tps_LRv5b_scf5" 261
"Tps_024643" "Tps_LRv5b_scf5" 1488
"Tps_024644" "Tps_LRv5b_scf5" 1623
"Tps_024645" "Tps_LRv5b_scf5" 828
"Tps_024646" "Tps_LRv5b_scf5" 477
"Tps_024647" "Tps_LRv5b_scf5" 246
"Tps_024648" "Tps_LRv5b_scf5" 237
"Tps_024649" "Tps_LRv5b_scf5" 738
"Tps_024650" "Tps_LRv5b_scf5" 270
"Tps_024651" "Tps_LRv5b_scf5" 285
"Tps_024652" "Tps_LRv5b_scf5" 666
"Tps_024653" "Tps_LRv5b_scf5" 3786
